Comment;Sentiment
Very good working;Positive
Good app;Positive
I think the application should have a periodic statement with balance after each transaction. This will improve costumer satisfaction and confidence in the application.;Positive
I am trying to create my card and they replying we have technical issue and it's going from 5 days?;Positive
Currently not work ...my money loss..;Neutral
Nice;Positive
Cannot reset my password the customer support is of no help either.;Positive
Customer support not good Very difficult to get support;Positive
Doesn't work when you got magisk installed ..;Neutral
Excellent app for money transfer;Positive
Good;Positive
Very bad time for the transactions Its takes 6 hrs for a normal transaction from stc pay to any other local bank. Facing problems for many times this kind of issue. If it is facing continuously will uninstall the STY PAY. Thank you.!!;Negative
This app is not secure some one call from personal number and he ask our personal information why ??;Negative
Received.. Thanks for your support;Positive
Customer care complain Email id;Positive
Very good;Positive
Not safe;Negative
Fail too frequently;Negative
Vari good;Positive
Good app......;Positive
Called customer center and said problem but problem is not solved I have some money in my account. Customer center service is not good.;Negative
very satisfied;Positive
Once you uninstall the app. You can't use your number again. Sad.;Negative
Excellent app.;Positive
Good service;Positive
Good;Positive
This software is very bad now for the send international money i send some money to direct bank account also keep it hold onsometimes money is not going properly keep it hold on & Also international rate is very low i contact customers service but they are liar & still didn’t solve problem;Negative
This software is very bad now for the send international money i send some money to direct bank account also keep it hold onsometimes money is not going properly keep it hold on & Also international rate is very low i contact customers service but they are liar & still didn’t solve problem;Negative
Good;Positive
Good one;Positive
Good;Positive
This is a great Apps convenient to use but for some reason i cannot just open this Apps and i call the costumer service they told me to check my vpn reinstall the the Apps i do everything but still i cannot access in my accountplease can somebody help me to solve this issue.;Positive
للأسف التطبيق كان ممتاز و زي الفل والان كل يوم مشكلة تقنية الفلوس موجودة في الحساب على الفاضي كل ما حولنا أو حاسبنا الحساب معلق. الموضوع مزعج جداً و لهذا السبب و اتجهنا للبدائل;Neutral
سيء جدا جدا لو دفعت اونلاين عن طريقه فلوسك راحت عليك عن تجربه لا تستخدموه;Neutral
Awesome;Positive
I like that but now hold my money because my id not updated so 🤷 please see my problem;Positive
No opalna;Negative
"اسوء تطبيق ... اخطاء برمجية و تصميمة غريبة 🤬🤬🤬";Neutral
Excellent;Positive
It's very nice app;Positive
This app was good until recently about 4 months ago it has turned very bad. Every transactions will get stuck for weeks you need to file tickets before it's done. Am done using this app again;Negative
Very bad service 😔😔;Negative
لا يوجد دعم، تم التحدث عن طريق الشات الموجود بالتطبيق والاتصال بهم والتوصل عن طريق الايميل ولا احد حل المشكله;Neutral
Evrytime issues logging in. App cant determine my location. Maps is working fine. Useless app gotta empty my account for once and move out;Negative
Its very useful for transfer Money. But I couldn’t send money to a international Bank account.;Positive
This app is the worst experience i ever had. I made an international transfer and it's on hold for more than 15 days. Nothing happened despite my many compliments on customer care number and pls don't tell me to write on care email bcoz i already did many times but didn't receive any response.;Positive
Great app;Positive
Great app;Positive
عندي ٥٥٠ نقاط قطاف لما ابي احولها لمحفظتي يقولي لايوجد؟؟؟;Neutral
It was a good app.but now i can't login it shows location issues.;Positive
I cannot log in my account???;Neutral
why i cant recieve OTP code using stcpay?;Neutral
Beneficiaries are getting deleted on international transfer i am transferring money from this long time now showing same bank details are incorrect payment also not reverse under review.;Positive
اسوء تطبيق شوفته في التحويل اكثر من ٢٠ يوم والحوالة قيد التنفيذ ما بيراعوا شعور احد قدر الله التحويل لشخص مريض يحتاج عملية ولا يراعوا الظروف حسبي الله;Neutral
stc pay cannot determine your location error..I am using it since 2 year now it is coming ..Mobile has been reset new account has been created still it is coming and i reinstalled it.Location setting is also done please help;Positive
If (-) star is available I'll definitely give you one. Poor Customer Service. A gift sent to me is not credited to my wallet. The system make my wallet balance zero. Where did my money go? I called customer service many times. The same promises will resolve the issue after 24 hours. It's been a week now. What happened to the 24 hrs?;Positive
Can't create card . They say have technical difficulties!!!;Negative
asdfg;Neutral
Hi thank you for this apps for remetance so very helpful for us ofw;Positive
I love that It would have been better if screenshots had been given. And please added deposit in any ATM🙏 Same like Cash out✅;Positive
Good app;Positive
Nice app so easy to transfer money local and International;Positive
Worst app;Negative
Good service Nice app;Positive
Nice;Positive
very bad services please don't believe this app i sent money to my family but they didn't recieved then i complain till now 47 days my money didn't paid me back and till now my complain not proceed i am calling everyday also i make email to them but unfortunately not giving me positive response. i am not happy from this app this is my mistake that i used it....;Negative
It takes a lot of time for the OTP to come.;Neutral
Not open in my contry pakistan;Neutral
Useless customer service. They hold our money for unknown reason. Don't use this app for emergency purpose;Negative
I am also facing problem with resetting my password for more then 7 day i fully disappointedno response for customer service and email i lost my money.;Negative
Quickly pass but now is technically problem why STC?;Negative
𝐒𝐎 𝐆𝐎𝐎𝐃;Neutral
nice;Positive
Very poor quality of customer service here. Transaction to top up my stc balance pending since 2d of May till now ( 7 of May). Right now I need to top up my stc balance one more time and I'm not sure it will same problem or no. Everyday I'm calling them operator telling me we will take care and transfer your case to the management... but till now nothing. I didn't expect that to be honest never had situation to deal with their customer service! But now I'm really upsed not recommend this app;Positive
great;Positive
I feel bad because I want to send my own to my country and always has technical issues.;Negative
Very good app;Positive
Excellent App;Positive
cool;Positive
Down now why?;Neutral
Why is my stc pay doesn't open for now one week I would like to send money but it doesn't work what's the problem;Negative
Good 😊;Positive
Good 😊;Positive
Good 😊;Positive
I love it;Positive
worst app ive ever tried.. after my salary sent to this app i cant log in up to now.. its been 5days already since april30.. ive been calling costumer service and all they have to do is ask your information after thatnothing they do nothing and ask you to wait for this day that day blahhhh...;Negative
The most convenient and easy money transfer anytime. 🍀;Positive
Excellent service 👍;Positive
This app is great but lately my app doesn't want to open up it keeps saying error 😔;Negative
Great application;Positive
Reliable;Neutral
Thanks for stc pay;Positive
It's good app;Positive
It's good app;Positive
Technical issue why it always saying that check my location?my location is still the same...;Neutral
After i gave a one star review about the app i get a mail from stcpay asking about my problem. They asked me to mail my additional ID to clear my on hold money. I sent them at the same time. But its not been cleared till now.customer care person has no idea what is wrong no reply on twitter nor they have an office to visit. What a pathetic service it is. Once your money is struck forget about it getting back soon. They will torture for a month atleast.;Negative
Someone using my number to register as today I have received codes that i didn't request!!!!;Positive
Poor customer service;Negative
تطبيق فاشل و خدمة عملاء أفشل;Neutral
I want to open my STC pay;Neutral
لااستطيع تصوير شاشة عن طريق تطبيق;Neutral
حاطين خاصية اهداء وعيديه وأخر شي مايرضى لي أصور الظرف الي جايني ولا اشاركه عشان الناس تشوفه! 😒;Neutral
Better;Positive
Very good application more support;Positive
The application is not working anymore with me i called the customer care 8 times but unfortunately no one solve my problem Still the problem not solve!!!!!!;Negative
Verry good;Positive
Good;Positive
Very good;Positive
fix your app services;Neutral
Excellent;Positive
What's your problem why can't open my account quickly check my account then give me information;Negative
Excellent;Positive
Yesterday I open my stcpay account everything is okaybut today worst I can't open it now and can't determine my location;Negative
Good app;Positive
So good;Positive
In holidays day like eid stc pay not available for service....if we send money in eid after eid (office day )they will receive;Positive
Good app;Positive
GoOd;Positive
It says that there are a technical error and now my money is freezed and i can't do something with it;Negative
عندما اريد التحويل يحدث عطل فني ارجو اصلاح المشكله;Neutral
Always having technical issues;Neutral
You need to send you family money immediately in case nothing is unreliable because always having technical issues please try again later it's been 3 days so sad stc pay... Zero rate for now honestly 😥.;Positive
Always log in failed forgot password;Negative
No good service On hold meniy not return;Positive
Very bad customerservice I'm facing issues to rest password since week but they always told me to wait 24 hours and try again. I have sent email with screen shots until now there is no action and no update. Very disappointing I think this is worst service i have seen ever. Since a month my issue not resolved. No response on email. I lost my money.;Negative
Good;Positive
"ابغى الغي حسابي. حسبي الله ونعم الوكيل فيكم";Neutral
The worrest payment app i have ever seen i trasnffered 100 SAR to my al rajhi account on 28-4-2022 but i did not get money in my account even now 😡😡😡;Neutral
Nice app;Positive
Nice;Positive
I have already An account since long time ago but the new update of andriod not allowing me to login only new subscription;Neutral
Wow excellent;Positive
Very bad app;Negative
a few days what happened stc pay very annoying i can't use properly this app very sad please fixed the problem.;Negative
The app is not opening as it showing service not available?? Can u fix this issue ??;Neutral
Good app;Positive
"البرنامج سرقة صريحة إذا فتحت حساب لأطفالك فلا يمكنك سحب الأموال أو تحويلها أبدا تتصل بخدمة العملاء تنتظر فترة طويلة جدا ثم يرد موظف لا يريد العمل و لا خدمة العملاء ؛ و يرد بطريقة غريبة كأنه رد آلي! أريد سحب أموالي أطفال من أكثر من سنة و لم أستطع .. الموظف يقول انتظر حتى يتجاوزون ١٨ سنة في العمر أو تستطيع الشراء من المتجر المتجر لا يمكن من خلاله حتى شجن شرائح سوا أو باقات الانترنت بخلاف إعلاناتهم و شروطهم و موقعهم و ردهم الآلي! لا أنصح أبدا من التعامل معهم";Neutral
This app is no longer very functional. There are constant problems with adding money from my debit card to the stc wallet. I've contacted customer service on numerous occasions but there's no feedback and certainly no improvements. VERY DISAPPOINTED;Negative
Now a day's so much time out issue. Plz fix.;Positive
Good;Positive
Vry good;Positive
Good;Positive
الأسوأ على الاطلاق، اعطال تقنية متكررة. عدم الرد على العميل في مواقع التواصل الاجتماعي وكذلك الهاتفية.;Neutral
Good;Positive
Good;Positive
Good;Positive
أفضل برنامج في المعاملات المالية;Neutral
I purchased Google play but they don't send me redeem code what should I do?;Positive
Good;Positive
Edia 2022 doesn't work with the android version;Neutral
Cannot even transact for interntional trnsfer;Neutral
Worst app ever .;Negative
Good;Positive
It's boring mean of transfer everytime when you tyr to sent money it shows WE ARE HAVING TECHNICAL ISSUUE very disappointing a such app;Negative
NICE 👍 apps;Positive
Plese fix the issue file upload still not fix;Neutral
Worst support in the world no actions or response i have many tickets opened more than 3 months ignored with no action;Negative
Good app but fees is high..😔😔;Positive
Good apps;Positive
Everything ok but secretary need more updates;Positive
Convenience;Neutral
It's so hard to contact costumer care I called them for my problem and told me to email it but no reply I've try on FB page and Instagram still no reply untill now..;Negative
I recharge my stc number through my stc app and stc pay app since last one week. But still i didn't receive money.... bad service;Positive
Very good experience with this app and easily sendSR to saudi Arabia and Bangladesh ❤️❤️❤️;Positive
Doesn't work on HUAWEI Mate 40 Pro Model NOH-NX9 even with google play services;Positive
Today 29-04-2022 showing Error 404;Negative
MY STC PAY CANT SENT INTERNATIONAL PLEASE DO AN ACTION TY;Positive
Very Very Very good 1 million stars;Positive
Slow and SMS never arrive. Verification takes a long time wish there was other alternatives.;Positive
Good apps and good customer service!;Positive
I transfer money to philippines today 1582 sr plus service charge it should equivalent to 21699 but when i sent my transaction detail to my sister it say that 1582 pesos only the amount that they can recieve.. this is the last time i will use this app its a scam;Negative
Nice;Positive
I log in today but they force to forget the pass code I saved in my mobile. When I try to start again to register it tells that the ID number and birthdate is wrong. I need to use to stc pay for international transaction. Please fix the issue. As soon as possible. Very hard to reach your customer service.;Negative
سئ جدا ومده طويله في إتمام الحوالات الدوليه اي تحويل اخر اسرع منه بمراحل الحواله الدوليه ممكن تصل الي اكتر من 15 يوم وفي الاخير ترجع لحسابك مرة تانيه;Neutral
سئ جدا ومده طويله في إتمام الحوالات الدوليه اي تحويل اخر اسرع منه بمراحل الحواله الدوليه ممكن تصل الي اكتر من 15 يوم وفي الاخير ترجع لحسابك مرة تانيه;Neutral
As of my experience stc pay is very good;Positive
Super app very fast money delivering;Positive
The worst application in Saudia arabia why you updated the app it was working perfectly before;Neutral
It's really easy to use i like it;Positive
Very unsafe app to send money...I faced problems 2-3 times and once my last issue is solved I won't use this app ever again.;Negative
Today is mot good stc pay app do please check my stc pay apk;Positive
It's very bad service it was good now every time need verification pin sms not come same time if come it's Soo late Disgusting;Negative
I was able to tranfer money even when I'm not back in Saudi but now the OTP come so late that the allocated time passes and when it does it says invalid/wrong. I'm on vacation and I need to tranfser money for my expenses and this is ridiculous.;Neutral
Love it;Positive
Pleace help;Positive
Had to re install the app due to internal error Now i cant login to my account without the app suggesting to delete my current account i need help if i can just login to it Or is the current balanced binded to my account;Neutral
Good;Positive
Not sending code;Neutral
what happened stc? i'm trying to send money but i you didn't send the code why????;Neutral
When I started to use on that time stc pay was best nowadays Its being Worst Ever For Transaction why like this ???? literally I can't send money And adding money aslo being Issue and To Received code we have To wait 4 minutes after I can't receive what am i do if Stc pay like this ??? would guys do fixed this bugs;Positive
Keeps popping open everytime I try to use other apps have to close And reopen useless at the moment Awful App since update won't send pin code to allow you to do anything you have to wait 5 minutes befor you can get code resent and still doesn't come through useless app..;Negative
It takes forever to receive the pin.bad!;Neutral
برنامج صار سيء ، رسالة الكود لا تصل;Neutral
Friendly user;Positive
Bad experience;Negative
Good app;Positive
2 days before I send international transfer money money is not going. after I call the customer care I am sure the problem with customer care. Now 5 hours going cannot success my problem . Long time Why under the process the transfer money. This is my ⁉️ and other thing I chat with customer agent he also not salt my problem 1 minute stay after he leave that chat . Please can you update your app. Next time I send money I not use this app. Thanks;Positive
ممتاز جدا;Neutral
I send money 19 day ago to my account using stc pay untin now i didn't recieved i follow up to call center they always tell to me i will follow up there's no solution and progress my complaint even my issue is 19 days ago!;Positive
Good app;Positive
Helpful app future's;Positive
Good work I'm happy;Positive
Transfers to another bank other than default stc pay alloted banks will take 3 maximum working days which is very bad.dont use this app if its for emergency..very bad..;Negative
Very good;Positive
Good;Positive
Why cant we transfermoney as of now kindly fix this please;Positive
Very poor online customer service;Negative
It used to be good But now I can't open the app Service is not available can't reach my balance This is disappointing and dishonest;Negative
Very nice app I use before 1 years;Positive
Even not deserve for 1 star Its stcpay support team is useless just sleeping i call also on help line they only repeat that we hilight your complain till now 55 days left and my problem still not solved opration team is sleeping even mangment also don't know whats going on;Negative
Veery good app;Positive
Dear already send mail through my gmail id and attached my all decoument;Positive
Worse app tried to log in even if correct saying not correct and even if i tried to forget and make new password but not allowing to log in again very disappointed with your service;Negative
Very nice using this app no need go to bank. Only stay at home to send my money to my family alawance in the Philippines;Positive
I send money from my bank account to my STC PAY . The notification said it's recieved already but my money didn't add on my account . I want my money back if you still didn't fix this !;Negative
Too many bugs in the app. Unable to transfer money to contact. Waited for 6 minutes to talk to customer care but could not reach them !! Also not able to register complaint thru app. So where will customers go ?;Negative
fast transaction;Neutral
Beta program is full and i cant fund my stc digital wallet using my anb bank. Please fix this problem thank you;Positive
Useless help & support team members I've made international transactions twice and both were rejected when i spoke to the support & help team none gave me valid answer nor solution. One time i requested to speak to one of the help agents he entered the chat and left immediately the second one was a female she checked my transaction then sent a bot answer and left immediately.. like wt..f? Are you employing kids as costumer service who can't solve a problem and run away?!;Positive
ممتاز;Neutral
Verry bad service;Negative
Good;Positive
I can't operate this app from oppo Mobile very bad experience;Negative
Stcpay is good very fast my prob 2days from now I can't open my stc pay I put my pass code not accepted pls help me;Negative
Best app the stc pay Fast working;Positive
App is not working at all. Evsry time it asked me to change the passowrd. I tried to call help line. Every time they said we raised your issue with technical team. But nothing happend. Its being 2 month i am facin this issue. Ersal app is way bater then STC App. Dont reply me with sayin please send an email to us at care. Its useless. Really disappointed. Stc services use to be great. With STC pay app its worst now.;Negative
للآن مافيه خيار اني ادفع من بطاقة stc عن طريق الـ NFC عن طريق الاندرويد;Negative
Evertime techinical issue... Bad app.no good rate.. Ininstaalled;Negative
Great app;Positive
Myself new account for open;Neutral
Myself new account for open;Neutral
Myself new account for open;Neutral
خدمات التحويل سيئة ولا يوجد دعم;Neutral
Very nice;Positive
Very good 👍;Positive
But same time stc not working;Neutral
I am trying to transfer money to my friend from last 5 days. But its showing all the time PLEASE TRY AGAIN.;Positive
Very bad customer service;Negative
Costumer services not good;Negative
Bad experience of using app. Once got hold will make you frustrated and will not release as requested. Kindly use this app on ur own Wil. I had bad experience.;Negative
Good;Positive
Nice app;Positive
This was a good app before. Your updates and maintenance destroyed this app. It closes prematurely. I can't even send load to STC number. Please don't update if you can't maintain your service.;Positive
Good;Positive
Please don't use this app it's SO BAD and they stole 20 SR from me;Negative
Very bad service ;Negative
ok;Positive
Very good;Positive
I have been having this problem since a very long time now ... and there is money on my account however I can't transfer to any number or even to my bank account .... I can't verify my account on Nafatg either .... Everytime I enter my one time password to enter to nafath and verify .. it says an error has occurred... an error has occurred.... I called the customer service more than once.... he is giving absurd solutions.... and non works ..... until he told wait until the app is updated ...;Negative
nic;Neutral
Good job;Positive
Very easy & good;Positive
Please solve this issue STC passcode is not correct;Positive
One of the worst payment app is STC PAY going to switch UR Pay soon.;Negative
Good;Positive
Good app;Positive
accha hai;Neutral
I send money 3 days ago but it is on hold. Nobody gives guidance what I do;Neutral
please help me... I forget my stc pay pass code...;Positive
❤❤;Neutral
The worst User experience. I'm literally unable to verify my identity and every time I reach the support the literally leave the conversation without resolving the issue or providing a real solution.;Negative
ابو فله مع الشعب;Neutral
Good;Positive
Not easy i openand said wrong my informationbut its impossible.;Negative
"Bad service خدمة سيئة ودعم ضعيف وغير مقبول لانك تضيف اموالك ولا تشوفها ولا احد يردها لك هاي مشكله .. خدمة غير موثوقه بعد التواصل معهم لعدة مرات رد واحد بفهم وقال هاي يمكن خطأ بالبرنامج احد العمليات ما انسحبت بالرصيد وحسابك بالسالب !! المشكله انو حسابي كان جد بالسالب فتره ثم خفووهىوظل بالسالب بس مخفي انتا ماتشوف بلاهم وكمان مهما تحط من فلوس السالب لا يتغير خخخخخ";Negative
Do not use this application. It is unreliable ... bad customer care and worst transfer system.;Negative
"في الصفحة الرئيسه لا تظهر جميع الخيارات ولا يوجد طريقه لاظهارها. ... تحديث .. بعد استخدامه لعدة اشهر . التطبيق غير موثوق فيه. اذا اشحن لجوال سوا يعطيني خيارات ١٠٠ و ٥٠ و٢٠ ريال فقط . اذا شحنت ب٥٠ وحاولت اشحن ب ٢٠ للمره الثانيه تنخصم من الحساب بدون ما تضاف لحساب سوا.";Neutral
Good;Positive
I can't do any thing but add money in. Either does not allow transfers (even to stc) and creating a card trying to pay a friend etc says that there is a technical error.. I feel completely ripped off! I can't even transfer the money I put into the app back to my account! And to close it I need to go to a sadad office! Disgusting dishonest... Don't use it! Just exactly how long does it take to get a response from your care email? 7 days and nothing!;Positive
"يطلب تحقق برسالة جوال عند كل تحويل طلب مبلغ مالي، المشكلة ان بعد ما اضيف otp يعلق التطبيق لازم اقفلة و ارجع افتحه من جديد";Neutral
Very Bad experience. Before one month i make one transaction but still pending I don't know where my money;Negative
Nice;Positive
Good;Positive
I did not open my stc pay;Negative
Very good 😊😊😊;Positive
Cc NC Huguenot https v;Neutral
I love this app ❤️❤️❤️;Positive
My account is not getting activated after verification from absher account. Customer care is worse in giving solutions and they do not have any option to take complaint they just say it will work by magic. I don't know how these people are working even though did many attempts to solve this issue still they didn't contact or resolved my issue. They don't have any option in the application to complaint.;Positive
Good;Positive
Good experience;Positive
Very expansive rate;Neutral
I can't log in stc...even i filling correct Details. ' invaild mobile number format' there show like that. What i do for register Stc pay;Positive
Great app;Positive
worst app i have ever seen since 8 hours i add money in stc wallet when i go for transfer it is saying we have technical issue try after some time;Negative
I am unable add amount gfrom bank to stc pay acc. And in biller 207 no. We can't find it;Negative
Why i can't link my card on paypal 🥵;Neutral
Bad responden. U hold my transfer and to cancel transfer its so difficult. Thanks to make my family waiting my money.;Negative
I am unable to add beneficiary last 10 days alws showing Technician problem try aftersome time..;Positive
Not Bad Not Good .;Positive
Good;Positive
Nice apps;Positive
Wrost app my transfer has pending from December costumer care not receiving my call so don't use this app any one;Positive
Good;Positive
Before it was a good app now it's worst app now service is very bad even help and support is very bad I have been trying to call on the help and support but there is no proper response iam unable to send money to contacts or withdraw money using QR code scann on Anb Bank ATM guy's place don't use this application u will be suffering for ur own to be sent to ur family or friends even u can't withdraw very bad app 🥵😡😡😡😡😡😭😭😭;Negative
معلومات (رصيد) البطائق لاتتحدث بشكل فوري وعند حذف بطاقه والخروج من التطبيق والرجوع له يتضح عدم ازالة البطاقة من القائمة;Neutral
International account money transfer Service very poor;Negative
This app is very down am filling up my details but all over (you mobile number is invalid)how this possible and yet you are sending the verification code with that number how;Positive
Very nice;Positive
I used to be promoter user for this app. Now it's disappointing me with many technical error.;Negative
this app is very danger because even go to one time log out problem to login again one month go i can not getting any solution also my salary was there in stc pay ...what is the exactly problem phone?our app? also i trying to fix it tol free number but i can not get solution from there I don't know what I do;Negative
Nice;Positive
Can you change SNB to stc pay money transfer referal port;Negative
Niec;Neutral
Land;Neutral
I love stc pay. I really like this. easy to use and easy to transfer money to my country.;Positive
Very handy during emergency nice app thank u;Positive
Good;Positive
Hello is there a problem with stc now? When I click on the international transfer a message appears (Unauthorized overdraft of SAR 5.25 on account ______) What happens?;Negative
Good;Positive
Its a good app but sometimes t misbehavewhich killz me but otherwise ts ok;Positive
Its a good app but sometimes t misbehavewhich killz me but otherwise ts ok;Positive
Wonderful App.;Positive
This developer is deleting the bad comments and displays showing just good comments. I don't know. But this app is not working just takes money.;Negative
Excellent;Positive
Excellent;Positive
Ukiee;Neutral
Good;Positive
Good;Positive
Mid February starts app was broke and limite 20000 per month but no use .and app was too much time to login otp also delayed and customer care service was not responding..;Negative
Great app .. but most of the times money transfer took more than a week or even more .. the worst customer service .. no straight answer .. even when u raise complaint no one cares ..;Negative
nice;Positive
Sir please add The federal bank ( india thank you;Positive
My number is registered in my ID(iqama) already but It always saying that its not.. Too bad I can't register..;Negative
Good;Positive
Normal;Neutral
Excellent;Positive
Good app 👌 👍;Positive
Nice;Positive
Nice;Positive
Very useful;Positive
Why my stc pay I add my qitap number and it's not updated when I'm checking my qitaf point in mystc it's not same in stcpay qitaf account...;Neutral
at first it was okey  the worst experience started i cant transfer international or local even withdrawing cash to atm and also recharging my phone numberfor passed how many days until now always showing unexpected problem try again laterfor how many days... im calling customer care number also thier not answer me always busy for other CUSTOMER . isn't im also a CUSTOMER?;Negative
This app is not good..i downloaded itbut it will always say my number is not under my id..or something about my location services is wrong..im giving it only 1 star;Positive
good;Positive
each update getting worse;Negative
Very bad experience.every checking technical issues.;Negative
SENT BUT NOT RECEIVE! WHATS HAPPENING TO STC PAY I ALREADY SEND MANY TIMES WITH REF NUMBER THEN THE AMOUNT I SEND COMING BACK AGAIN IN MY STC PAY;Negative
Customer management is very very bad I was trying to get customer care executive and chat support since two daysthey didn't not replying;Positive
Good;Positive
Worst app ever keep waiting for their reply through out ur life but they will not reply ur qustion.;Negative
This good;Positive
Its good and safety to send remittance;Positive
Nice;Positive
got it;Neutral
Does not work;Neutral
Now it so bad;Negative
Why 😭 I downloaded and I put my STC but not coming I want to open the account It's coming anymore please I want to open the account;Positive
So nice 🥰;Positive
برنامج عقيم في تسجيل الدخول;Neutral
this app is a failure there might be a chance to lose your money 💰;Negative
Excellent rating;Positive
I can't send local bank transfer which is my beneficiary are already registered..it requesting bank beneficiary names?;Positive
Very bad experience.. i send 200sr to my sabb account then it shows in stc pay that its already send but i did not receive any in my sabb account then i call it to the call center then they said it will be fixing did not give any date that they will fix it but suddenly they send msg in my no. That my cases was close and done already but still i did not get or receive any money in my sabb account then i call the call center but they are not answering my call 😞😞.;Negative
I like using it because it's easy for me;Positive
Very bad .... amount has been deducted from my account but didn't transferred to others benificery  And STCPAY helpline don't have any way to return this amount 😢 😔 NEVER RECEMENDED 😤;Negative
It was ok until the last two months it was really bad experience.... I can't pay my bills due to server error...sometimes i cant see any info in the app.... as every stc experience it goes from good to very bad;Negative
Good;Positive
This is to your kind support to refund my money which I lost from my stc pay account @ 31-03-22  I had been paid 69 riyal for 3 sawa recharge card of 20 riyals and i only got 2 card payment but total 69 SAR deducted from my STCpay account.  Please return my 23 riyal in my account.  Hope your prompt action.;Positive
No doubt the app is good but need some bugs to fix .but the service us really really poor . Tried calling the service like 5 times no on attened the call .2nd the chat option in it even there only at one point the AI message were replying but the agents did respond even on chat .need to improve service. Its very poor.;Negative
The app is not consistently functioning😪;Neutral
خدمة العملاء لا تتجاوب مع العملاء، واحيانا النظام يتعطل;Neutral
I need call stc pay coustomer care center for complaint regarding my transaction;Positive
March 42022 I transferred 800sr into STC wallet through SNB SADAD.My money deducted already from my NSB account by 800sr but not showed to stcpay and no notification come out .where the money go?how many times I call costumer service but nothing happens. March 142022 finally 800sr appear after 10days waiting. anyways still thankful! Shukran!;Positive
The app is awesome but I am facing a problem for 2 days. Each time I tried to create a physical or digital stc pay card it gives me a technical error try again. It is been more than 2 days. What is the solution?;Negative
Tooooo much trouble;Negative
Anb atm qr code not Widravel 'QR CASH WIDRAVEL NOT AVAILABLE' atm screen play;Positive
Worst;Negative
Good;Positive
I thought it was a good online pay.but in the end I paid the stc pay wifi bill for a week not credited ..i was contacted with stc customer care.. but untill now they not taken any action yet.. I think this is not a good online pay🤨;Positive
Very helpful;Positive
Good UI but Bad application full of errors;Negative
Error in logging in;Negative
Safe and easy to use.;Positive
I can't open and upload additional documents required option for international transfer please reply. Such a useless app to transfer international and local transfer. Customer care is not responding. 😡😡😡😡😡😡😡😡😡😡;Positive
Why i can't take Screenshot or Video Record;Neutral
Receiving otp too late.. Not a good experience.;Negative
Something cant recognize my stc mobile number;Positive
For me STC pay servise is worst since I have recharged 230 riyal from my STC pay to Javi after my balance has been deduct but my recharge was not successful since from last two month I am calling customer service but still my problem persist and not getting my issue resolved;Negative
There were some problem for some time now its working perfectly 👍👍👍👍;Positive
Hi sir I send money my stc account to ANB account last night 10:47pm money is deducted my stc account but not showing balance ANB what is problem in stc still not showing balance.now almost 12 hours pass please what can I do?;Negative
Very helpfull to those who want sending money easely order anything in online shops thanks stc pay❤️;Positive
Change of mobile number is not available my money stuck overderno good service;Positive
Good for our Needs 😊;Positive
Hii stc pay I want to use this stc pay wallet bt iam new and i can not verify my id and i cant send money when i try to use always tell me technical issue try again try again . and i dont use stc pay sim i want to use my absher so can you help me . thankyou... by the way i can not speak proper english bt hope you understood;Positive
very good aap;Positive
I have been trying to call on customer care to solve my online transaction no replyno response its been more than 9 days transaction has not been done or refunded.....very irritating...!!;Positive
Good trusted app;Positive
Is it international app or local because my friend send money through this app Frome soudi Arab to India but transaction is not made Firstly it shows Transfer is on hold and later shows the transaction is complete but I still didn't receive any amount Moreover it took above one month but still no results So I request the team to make it clear and suggest us what to do and how can we get that money.;Positive
"البرنامج كان ممتاز بس اصبح افشل برنامج.. فلوس بتروح مش بترجع غير بالشكاوي وتبعت فلوس مش بتوصل غير بعد ايام ومنتهى الفشل";Neutral
hanging many times. Not working many times. Technical problems;Negative
I have good expr...;Positive
This app is of no use outside SA says suspicious activities LOL it is not an international payment app and inside SA we have too many Real options!!;Negative
Helpful;Positive
excellent;Positive
nixe;Neutral
for;Neutral
Worst app My money has been stucked from last 10 days but no support from coustomer care or anyone else.Raised a complaint still not getting my money back.;Positive
Very good and useful apps;Positive
Too many security questions to get in side + when u almost finished it will say time out.. always time out;Positive
Transaction history but NO balance after each transaction. It should show balance after each transaction same like bank statements Response: Did you read what i have written? Just copy and paste same reply to all reviews. Pathetic service;Negative
st;Neutral
Excellent;Positive
Very very bad application 4 day my money on hold. No one received call evey day try many times. No one answer by msg. Really i have very bad experience;Negative
it would be much much much better if it could also be a crypto wallet;Positive
Add option to ransfer money from/to other wallets (Out of STC Pay) for example UrPay Wallet.;Neutral
ত। বববাটতততওিগডডুডুড ু🍐 🍐 🍐 🐱 🦄🐷🦝🐷 🦊🐱 🐷 🦄🦄 🐷;Neutral
Very good application 👍;Positive
Excellent;Positive
It was Superior app  however it takes too much time for local bank transfer and can't withdraw money from ANB atm for multiple times .. the support center representatives are very arrogant without benefits;Positive
للأسف حوالة لبنك محلي تاخذ احيانا اكثر من 5 ايام;Neutral
Why transaction history not delete options pls fix this one;Negative
Good;Positive
"للاسف خدمة سيئة غيرة رقم جوالي والمحفظة علقة علي رقم الجوال القديم وللاسف اتصلت فيهم مليون مره وكل مره يقولون كلام مختلف الان انا ابي افك ارتباط هويتي المسجله علي رقم جوال ما يخصني كيف الحل ابي حل نهائي لانه الموضوع لابد من حله للمعلومية تواصلت معه الرقم الي ذكرته بجوابك ونفس الشي بهدلة ببهدله";Neutral
GOOD S Gg;Positive
Very good;Positive
